construction,crsdiscount,deductibleamountinbuildingcoverage,deductibleamountincontentscoverage,elevatedbuildingindicator,elevationdifference,numberoffloorsininsuredbuilding,primaryresidenceindicator,smallbusinessindicatorbuilding,buildingage,basementenclosurecrawlspacetype_B,basementenclosurecrawlspacetype_C,basementenclosurecrawlspacetype_D,condominiumindicator_U,floodzone_AE,floodzone_AO,floodzone_AOB,locationofcontents_B,locationofcontents_C,locationofcontents_D,locationofcontents_E,occupancytype_2,occupancytype_3,occupancytype_4,occupancytype_6,ratemethod_2,ratemethod_B,ratemethod_W,premium_scale,coverage_scale
0,3.0,6.0,6.0,0,1,1.0,1,0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.734799829588847,5.217483944213907
0,3.0,10.0,10.0,0,1,2.0,1,0,30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6074550232146687,5.238046103128795
0,0.0,8.0,8.0,1,-2,2.0,1,0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.7686381012476144,5.480725378988487
0,5.0,10.0,10.0,0,0,1.0,1,0,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.9916690073799486,5.2332500095411
0,3.0,2.0,2.0,0,0,1.0,0,0,44.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.27415784926368,5.0
0,0.0,8.0,8.0,0,0,2.0,1,0,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.024074987307426,5.544068044350276
0,0.0,6.0,6.0,0,-1,1.0,0,1,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.005652315355074,5.7343997425205675
0,5.0,6.0,2.0,0,3,2.0,1,0,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.3324384599156054,5.058805486675907
0,3.0,2.5,2.5,1,5,2.0,1,0,7.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6074550232146687,5.544068044350276
0,5.0,10.0,10.0,0,0,2.0,1,0,54.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.907411360774586,5.544068044350276
0,0.0,4.0,4.0,0,5,2.0,1,0,14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6646419755561257,5.544068044350276
0,5.0,2.5,2.5,0,0,2.0,1,0,19.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0043213737826426,5.471291711058939
0,5.0,4.0,4.0,0,1,1.0,1,0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.761927838420529,5.328379603438738
0,5.0,2.5,2.5,0,1,2.0,1,0,39.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1335389083702174,4.954242509439325
0,5.0,4.0,4.0,1,7,1.0,1,0,58.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5599066250361124,5.544068044350276
0,5.0,2.0,2.0,0,0,1.0,1,0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.292256071356476,5.037824750588342
0,0.0,2.5,2.5,0,0,1.0,1,0,17.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5998830720736876,5.358886204405869
0,3.0,2.5,2.5,0,3,1.0,1,0,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.401400540781544,5.1003705451175625
0,3.0,4.0,4.0,0,0,1.0,1,0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0870712059065353,5.113943352306837
0,5.0,2.5,2.5,0,6,1.0,1,0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.584331224367531,5.544068044350276
0,3.0,2.5,2.5,0,3,1.0,1,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5352941200427703,5.285782273779395
0,5.0,4.0,4.0,0,1,2.0,1,0,50.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.6599162000698504,5.317436496535099
0,5.0,2.5,2.5,0,3,2.0,1,0,37.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.484299839346786,5.343211590179747
0,0.0,10.0,10.0,1,2,2.0,1,0,14.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6053050461411096,5.544068044350276
0,5.0,2.5,2.5,1,0,3.0,1,0,13.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.741939077729199,5.544068044350276
0,5.0,2.5,2.5,0,1,1.0,1,0,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8318697742805017,5.445604203273597
0,5.0,2.5,2.5,0,0,1.0,1,0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1577588860468637,5.457730548245999
0,5.0,2.5,2.5,0,1,1.0,0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2971036501492565,5.740362689494244
0,5.0,2.5,2.5,0,1,1.0,1,0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.53655844257153,5.493039588317651
0,5.0,2.5,2.5,0,1,1.0,0,0,37.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573324964312685,5.447158031342219
0,5.0,2.5,2.5,1,2,1.0,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7075701760979363,5.544068044350276
0,3.0,4.0,2.5,0,1,2.0,1,0,36.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7902851640332416,5.4623979978989565
0,5.0,2.5,2.5,1,2,2.0,1,0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.575187844927661,5.469085299123121
0,5.0,10.0,10.0,0,1,1.0,1,0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6989700043360187,5.332438459915605
0,0.0,2.5,2.5,0,0,2.0,1,0,29.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.1476763242410986,5.544068044350276
0,5.0,2.5,2.5,0,0,1.0,0,0,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.089905111439398,5.267171728403014
0,0.0,2.5,2.5,0,1,1.0,0,0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.400537989391946,5.692758818154724
0,3.0,4.0,3.0,0,0,1.0,1,0,46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2135177569963047,5.505149978319906
0,5.0,2.5,2.5,0,1,1.0,1,0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859738566197147,5.5230958382525674
0,5.0,10.0,10.0,0,1,3.0,0,0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.0346284566253203,5.778151250383644
0,5.0,2.5,2.5,0,2,2.0,0,0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.4756711883244296,5.290034611362518
0,5.0,10.0,10.0,0,0,1.0,1,0,56.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0711452904510828,5.544068044350276
0,5.0,2.5,2.5,0,2,2.0,1,0,49.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.6263403673750423,5.544068044350276
0,5.0,2.5,2.5,0,1,2.0,1,0,19.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.690196080028514,5.315970345456917
0,5.0,3.0,3.0,0,2,1.0,0,0,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2.2576785748691846,4.740362689494244
0,5.0,10.0,10.0,0,1,2.0,1,0,42.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5415792439465807,5.243038048686294
0,5.0,2.5,2.5,0,1,1.0,1,0,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.835056101720116,5.393926006585837
0,5.0,2.5,2.5,1,2,3.0,1,0,7.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5809249756756194,5.513217600067939
0,5.0,2.5,2.5,0,1,2.0,1,0,16.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.751279103983342,5.544068044350276
0,5.0,2.5,2.5,0,3,1.0,1,0,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3961993470957363,5.166430113843282
0,5.0,2.5,2.5,0,1,2.0,0,0,40.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.662757831681574,5.29578694025161
0,5.0,10.0,10.0,0,0,1.0,1,0,67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.012837224705172,5.332438459915605
0,5.0,2.5,2.5,0,0,3.0,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.3575537197430814,5.7272158209084925
0,5.0,2.5,2.5,0,2,1.0,1,0,61.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5921767573958667,5.313023110323238
0,3.0,6.0,6.0,0,1,1.0,1,0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8188854145940097,5.361727836017593
0,0.0,3.0,3.0,0,1,2.0,1,0,13.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.870403905279027,5.544068044350276
0,5.0,2.5,2.5,0,1,1.0,1,0,43.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.791690649020118,5.3477202170340385
0,5.0,10.0,10.0,0,0,1.0,1,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.942008053022313,5.113943352306837
0,0.0,4.0,4.0,1,-4,2.0,0,0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.8887409606828927,5.544068044350276
0,5.0,20.0,20.0,0,0,1.0,0,0,69.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8750612633917,5.399673721481038
0,0.0,2.5,2.5,1,-2,3.0,1,0,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.8182258936139557,5.544068044350276
0,5.0,2.5,2.5,0,0,1.0,1,0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1089031276673134,5.269512944217916
0,3.0,10.0,10.0,0,0,1.0,1,0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0737183503461227,5.414973347970818
0,5.0,2.5,2.5,0,3,2.0,1,0,99.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.4771212547196626,5.3560258571931225
0,5.0,3.0,3.0,0,1,1.0,1,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75815462196739,5.263162464962217
0,5.0,2.5,2.5,1,0,3.0,0,0,10.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.784617292632875,5.544068044350276
0,3.0,2.5,2.5,0,2,2.0,1,0,36.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6646419755561257,5.487279816443069
0,0.0,2.5,2.5,0,-1,2.0,1,0,36.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.485437481076301,5.488409688903198
0,3.0,10.0,10.0,0,3,2.0,1,0,21.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5237464668115646,5.544068044350276
0,2.0,8.0,8.0,0,1,2.0,1,0,14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7134905430939424,5.438542348786111
0,5.0,8.0,8.0,0,-1,1.0,0,0,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2347702951609163,5.006037954997317
0,5.0,2.5,2.5,0,2,1.0,1,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.526339277389844,5.233757362965511
0,5.0,4.0,4.0,0,1,2.0,0,0,38.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.0199466816788423,5.703291378118661
0,5.0,2.5,2.5,0,1,1.0,1,0,53.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.833784374656479,5.3870337012823635
0,0.0,10.0,10.0,0,1,2.0,1,0,20.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7795964912578244,5.544068044350276
0,5.0,6.0,6.0,0,1,1.0,1,0,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7283537820212285,5.2552725051033065
0,5.0,4.0,4.0,1,0,3.0,1,0,11.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7168377232995247,5.544068044350276
0,3.0,10.0,10.0,1,1,3.0,1,0,29.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.597695185925512,5.544068044350276
0,3.0,6.0,6.0,0,0,1.0,1,0,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09725730969342,5.41161970596323
0,3.0,2.5,2.5,0,0,2.0,1,0,36.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0549958615291417,5.544068044350276
0,5.0,4.0,4.0,0,1,2.0,1,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5888317255942073,5.146128035678238
0,3.0,4.0,4.0,0,1,2.0,1,0,29.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7810369386211318,5.544068044350276
0,5.0,4.0,4.0,0,1,1.0,1,0,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.725094521081469,5.185542154854375
0,5.0,2.5,2.5,1,3,2.0,1,0,16.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.4955443375464483,5.453776859690442
0,5.0,2.5,2.5,0,1,1.0,0,0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7596678446896306,5.244277120801843
0,5.0,2.5,2.5,0,1,1.0,1,0,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8561244442423,5.436798510231803
0,5.0,10.0,10.0,0,1,1.0,1,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1789769472931693,5.526339277389844
0,0.0,2.5,2.5,0,2,1.0,0,1,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1586639808139894,5.703033304733686
0,5.0,4.0,4.0,0,0,1.0,1,0,64.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0870712059065353,5.278753600952829
0,5.0,2.5,2.5,0,1,1.0,1,0,67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.88930170250631,5.516006230386048
0,0.0,4.0,4.0,1,1,2.0,1,0,89.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.870403905279027,5.544068044350276
0,5.0,10.0,10.0,0,0,1.0,1,0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0507663112330423,5.452706226511029
0,5.0,2.5,2.5,0,4,1.0,1,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4653828514484184,5.3692158574101425
0,3.0,10.0,10.0,0,0,1.0,1,0,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.089198366805149,5.414973347970818
0,3.0,2.5,2.5,0,3,2.0,1,0,51.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.6384892569546374,5.544068044350276
0,0.0,10.0,10.0,1,3,1.0,0,0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5877109650189114,5.146128035678238
0,5.0,2.5,2.5,0,3,1.0,1,0,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5224442335063197,5.374198257929082
0,5.0,4.0,4.0,0,1,1.0,1,0,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8068580295188172,5.383815365980431
0,0.0,10.0,10.0,1,-1,3.0,1,0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.6893088591236203,5.544068044350276
0,5.0,6.0,6.0,0,1,1.0,1,0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7505083948513462,5.328379603438738
0,0.0,20.0,20.0,1,-2,3.0,1,0,9.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.6283889300503116,5.544068044350276
0,5.0,4.0,4.0,0,0,1.0,1,0,71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.048053173115609,5.225309281725863
0,5.0,2.5,2.5,0,5,1.0,1,0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4742162640762553,5.342422680822207
0,3.0,2.0,2.0,0,2,1.0,0,0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.582063362911709,5.120902817614527
0,3.0,2.5,2.5,0,3,2.0,1,0,18.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6384892569546374,5.544068044350276
0,5.0,2.0,2.0,1,2,1.0,1,0,73.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4871383754771865,5.039017321997412
0,5.0,2.5,2.5,0,2,3.0,1,0,17.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6053050461411096,5.51401618040065
0,5.0,4.0,4.0,0,0,2.0,1,0,45.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.9934362304976116,5.5298151966446305
0,5.0,4.0,4.0,0,2,2.0,1,0,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.429752280002408,5.230448921378274
0,5.0,2.5,2.5,0,1,1.0,1,0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8756399370041685,5.478854967528663
0,5.0,4.0,4.0,1,4,1.0,1,0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5599066250361124,5.544068044350276
0,5.0,4.0,4.0,0,2,1.0,1,0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.583198773968623,5.34752515999869
0,3.0,10.0,10.0,0,1,1.0,1,0,39.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6693168805661123,5.181843587944773
0,3.0,2.5,2.5,0,4,2.0,1,0,44.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.509202522331103,5.4300750555519395
0,3.0,10.0,10.0,0,0,1.0,1,0,43.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0060379549973173,5.278753600952829
0,5.0,3.0,3.0,0,0,1.0,1,0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.091315159697223,5.238046103128795
0,5.0,8.0,8.0,0,1,1.0,1,0,52.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6711728427150834,5.235528446907549
0,5.0,2.5,2.5,0,4,1.0,1,0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.531478917042255,5.476251796007033
0,5.0,4.0,4.0,0,0,1.0,1,0,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0813473078041325,5.3362595520141936
0,5.0,2.5,2.5,0,3,1.0,1,0,64.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3820170425748683,5.1003705451175625
0,5.0,2.5,2.5,0,1,1.0,0,0,51.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.792391689498254,5.296665190261531
0,3.0,2.5,2.5,0,0,1.0,1,0,39.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15106325335375,5.322426052405953
0,3.0,2.5,2.5,0,1,2.0,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.73559889969818,5.414973347970818
0,5.0,2.5,2.5,0,0,3.0,1,0,18.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.02201573981772,5.544068044350276
0,3.0,2.5,2.5,0,5,2.0,1,0,18.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6190933306267428,5.544068044350276
0,5.0,10.0,10.0,0,1,1.0,1,0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1439511164239633,5.4613484336479825
0,3.0,2.5,2.5,0,0,1.0,1,0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2357808703275603,5.517591730711907
0,3.0,2.5,2.5,0,2,1.0,1,0,39.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5998830720736876,5.324899497052313
0,5.0,2.5,2.5,0,1,2.0,1,0,40.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.7558748556724915,5.515343893088381
0,5.0,2.5,2.5,0,5,1.0,1,0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.424881636631067,5.251151343175355
0,0.0,4.0,4.0,0,-1,1.0,0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.017409008536211,5.732393759822968
0,3.0,2.5,2.5,0,2,2.0,1,0,41.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.640481436970422,5.45484486000851
0,5.0,2.5,2.5,1,1,2.0,1,0,81.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.7701152947871015,5.544068044350276
0,3.0,2.5,2.5,0,1,2.0,1,0,33.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7520484478194387,5.311753861055754
0,3.0,10.0,10.0,0,1,1.0,1,0,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7331972651065692,5.363611979892144
0,3.0,2.0,2.0,0,1,1.0,0,0,37.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.788875115775417,5.035429738184549
0,3.0,2.5,2.5,0,1,1.0,1,0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.3729120029701067,5.198382130008294
0,3.0,4.0,4.0,0,1,1.0,1,0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8680563618230415,5.4048337166199385
0,0.0,2.5,2.5,1,-2,3.0,1,0,4.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.843855422623161,5.544068044350276
0,3.0,2.5,2.5,0,1,1.0,1,0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.821513528404773,5.2079035303860515
0,5.0,10.0,10.0,0,0,1.0,1,0,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.021602716028242,5.457881896733992
0,5.0,2.5,2.5,0,2,2.0,0,0,29.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.4345689040341987,5.153509989300837
0,5.0,4.0,4.0,1,2,3.0,1,0,13.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5888317255942073,5.515476441382376
0,5.0,10.0,10.0,0,2,2.0,1,0,47.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.5237464668115646,5.539076098792776
0,5.0,2.5,2.5,1,0,3.0,1,0,11.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.741939077729199,5.544068044350276
0,5.0,2.5,2.5,0,2,2.0,1,0,40.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.5352941200427703,5.30941722577814
0,0.0,2.5,2.5,0,2,2.0,1,0,11.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.765668554759014,5.544068044350276
0,5.0,4.0,4.0,0,0,1.0,1,0,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1436392352745433,5.460897842756548
0,5.0,2.5,2.5,0,1,1.0,1,0,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.82865989653532,5.416141031168329
0,5.0,10.0,10.0,0,0,1.0,1,0,61.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.021602716028242,5.4480876666923415
0,5.0,2.5,2.5,1,5,3.0,1,0,21.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.4885507165004443,5.468790262099611
0,5.0,4.0,4.0,0,2,2.0,1,0,53.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.53655844257153,5.4065401804339555
0,3.0,2.0,2.0,1,2,5.0,1,0,32.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8920946026904804,4.238046103128795
0,5.0,10.0,10.0,1,1,1.0,0,0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.873320601815399,5.146128035678238
0,3.0,4.0,4.0,0,0,1.0,0,0,51.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.497620649781288,5.42781057267599
0,5.0,2.5,2.5,0,1,2.0,1,0,17.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7218106152125467,5.396199347095736
0,5.0,4.0,4.0,0,1,1.0,1,0,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.791690649020118,5.34966598409663
0,3.0,2.5,2.5,0,0,1.0,1,0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4785664955938436,5.255513712819534
0,3.0,2.5,2.5,0,1,1.0,1,0,56.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.9542425094393248,5.544068044350276
0,5.0,2.5,2.5,0,0,1.0,0,0,23.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4448251995097476,5.400537989391946
0,5.0,2.5,2.5,0,1,1.0,1,0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8494194137968996,5.409764104266346
0,5.0,2.5,2.5,0,3,2.0,1,0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5646660642520893,5.518513939877887
0,3.0,2.5,2.5,0,0,2.0,1,0,28.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.04883008652835,5.520352504083318
0,5.0,2.0,2.0,0,2,1.0,1,0,67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.531478917042255,5.1303337684950066
0,5.0,2.5,2.5,0,3,1.0,0,0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5171958979499744,5.352182518111363
